Meeting,Meeting Date,Origin,Index Title,Title,Published,Page URL,PDF URL
SAGE 15,2020-03-13,SPI-M-O,"SPI-M-O: Consensus statement on public gatherings, 11 March 2020",SPI-M-O Consensus statement on public gatherings - 11 March 2020,2020-05-29,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-public-gatherings-11-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888760/S0048_SAGE15_200311_SPI-M_consensus_statement_on_public_gatherings.pdf
SAGE 15,2020-03-13,SPI-B,"SPI-B: Insights on public gatherings, 12 March 2020",SPI-B: Insights on public gatherings - 12 March 2020,2020-03-20,https://www.gov.uk/government/publications/spi-b-insights-on-public-gatherings-12-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887736/13-spi-b-insights-on-public-gatherings-1.pdf
SAGE 15,2020-03-13,NERVTAG,"NERVTAG: Distance, time, handshakes, 12 March 2020","Paper for SAGE - distance, time, handshakes - 12 March 2020",2020-06-05,https://www.gov.uk/government/publications/nervtag-distance-time-handshakes-12-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890022/s0050-nervtag-distance-time-handshakes-120320-sage15.pdf
SAGE 15,2020-03-13,LSHTM,"The impact of banning sporting events and other leisure activities on the COVID-19 epidemic, 11 March 2020",The impact of banning sporting events and other leisure activities on the COVID-19 epidemic - 11 March 2020,2020-06-12,https://www.gov.uk/government/publications/the-impact-of-banning-sporting-events-and-other-leisure-activities-on-the-covid-19-epidemic-11-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891935/S0047_Annex_to_SPIMO_Consensus_statement_on_public_gatherings.pdf
SAGE 16,2020-03-16,SAGE Minutes,"SAGE 16 minutes: Coronavirus (COVID-19) response, 16 March 2020",Sixteenth SAGE meeting on Wuhan Coronavirus (COVID-19) - 16 March 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-16-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888784/S0384_Sixteenth_SAGE_meeting_on_Wuhan_Coronavirus__Covid-19__.pdf
SAGE 16,2020-03-16,SPI-M-O,"SPI-M-O: Consensus view on behavioural and social interventions, 16 March 2020",SPI-M-O: Consensus view on behavioural and social interventions - 16 March 2020,2020-03-20,https://www.gov.uk/government/publications/spi-m-o-consensus-view-on-behavioural-and-social-interventions-16-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887648/06-spi-m-o-consensus-view-on-behavioural-and-social-interventions.pdf
SAGE 16,2020-03-16,Imperial College London,"Impact of non-pharmaceutical interventions (NPIs) to reduce COVID-19 mortality and healthcare demand, 16 March 2020",Impact of non-pharmaceutical interventions (NPIs) to reduce COVID19 mortality and healthcare demand - 16 March 2020,2020-06-12,https://www.gov.uk/government/publications/impact-of-non-pharmaceutical-interventions-npis-to-reduce-covid-19-mortality-and-healthcare-demand-16-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891862/S0057_SAGE16_Imperial_Impact_of_NPIs_to_reduce_Mortality_and_Healthcare_Demand.pdf
SAGE 16,2020-03-16,Imperial College London and Cambridge University,"Coronavirus Disease 2019 (COVID19) intervention strategies, 16 March 2020",Coronavirus Disease 2019 (COVID19) intervention strategies - 16 March 2020,2020-06-12,https://www.gov.uk/government/publications/coronavirus-disease-2019-covid19-intervention-strategies,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891961/S0058_SAGE16_WHO_MRC_Imperial_Intervention_Strategies.pdf
SAGE 16,2020-03-16,Imperial College London,"Low critical care capacity and high severity of COVID-19 mean there is little functional difference between successful curve ""flattening the curve"" and ongoing containment, 16 March 2020",Low critical care capacity and high severity of COVID-19 mean there is little functional difference between successful “flattening the curve” and ongoing containment - 16 March 2020,2020-06-12,https://www.gov.uk/government/publications/low-critical-care-capacity-and-high-severity-of-covid-19-mean-there-is-little-functional-difference-between-successful-curve-flattening-the-curve-an,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891912/S0054_SAGE16_Imperial_Mitigation_Strategies.pdf
SAGE 16,2020-03-16,LSHTM,"The impact of aggressively managing peak incidence, 11 March 2020",The impact of aggressively managing peak incidence - 11 March 2020,2020-06-12,https://www.gov.uk/government/publications/the-impact-of-aggressively-managing-peak-incidence-11-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891933/S0051_SAGE_16_Managine_peak_incidence_LSHTM.pdf
SAGE 16,2020-03-16,Lancaster University,"Effect of compliance with whole household isolation in the COVID-19 outbreak, 15 March 2020",Effect of compliance with whole household isolation in the Covid-19 outbreak - 15 March 2020,2020-06-19,https://www.gov.uk/government/publications/effect-of-compliance-with-whole-household-isolation-in-the-covid-19-outbreak-15-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893522/S0052_SAGE16_Lancaster_Effect_of_Compliance_on_Whole_Household_Interventions.pdf
SAGE 17,2020-03-18,SAGE Minutes,"SAGE 17 minutes: Coronavirus (COVID-19) response, 18 March 2020",Seventeenth SAGE meeting on COVID-19 - 18 March 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-18-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888785/S0385_Seventeenth_SAGE_meeting_on_Covid-19_.pdf
SAGE 17,2020-03-18,SPI-B,"SPI-B: Note on school closures, 17 March 2020",School closures: note from SPI-B - 17 March 2020,2020-05-05,https://www.gov.uk/government/publications/spi-b-note-on-school-closures-17-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887451/22-school-closures-spi-b-17032020.pdf
SAGE 17,2020-03-18,SPI-M-O,"SPI-M-O: Consensus view on the impact of mass school closures, 17 March 2020",SPI-M-O: Consensus view on the impact of school closures on COVID-19 - 17 March 2020,2020-05-22,https://www.gov.uk/government/publications/spi-m-o-consensus-view-on-the-impact-of-mass-school-closures-17-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888390/s0063-spi-m-o-consensus-view-school-closures-170320-sage17.pdf
SAGE 17,2020-03-18,DHSC and SAGE,"SAGE discussion on London lockdown, 18 March 2020",Discussion on London lockdown - 18 March 2020,2020-05-05,https://www.gov.uk/government/publications/sage-discussion-on-london-lockdown-18-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887456/23-london-lockdown-18032020.pdf
SAGE 17,2020-03-18,University of Warwick,"Impact of school closures, 18 March 2020",Impact of school closures - 18 March 2020,2020-06-19,https://www.gov.uk/government/publications/impact-of-school-closures-18-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893518/S0068_SAGE17_20200416_Warwick_Impact_of_School_Closures.pdf
SAGE 17,2020-03-18,Imperial College London,"Timing of the introduction of school closure for COVID-19 epidemic suppression, 18 March 2020",Timing of the introduction of school closure for Covid-19 epidemic suppression - 18 March 2020,2020-06-19,https://www.gov.uk/government/publications/timing-of-the-introduction-of-school-closure-for-covid-19-epidemic-suppression-18-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893515/S0067_SAGE17_20200318_Imperial_School_Closure_Timing.pdf
SAGE 17,2020-03-18,LSHTM,"The impact of adding school closure to other social distance measures, 17 March 2020",The impact of adding school closure to other social distance measures - 17 March 2020,2020-06-19,https://www.gov.uk/government/publications/the-impact-of-adding-school-closure-to-other-social-distance-measures-17-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893511/S0062_SAGE17_20200317_CCMID_COVID-19_Modelling_Team_LSHTM_Impact_of_School_Closure_to_Social_Distance_Measures.pdf
SAGE 17,2020-03-18,YouGov and the Cabinet Office,"YouGov/CO COVID-19 Public Attitude Research, 18 March 2020",YouGov/CO Covid-19 Public Attitude Research - 18 March 2020,2020-06-26,https://www.gov.uk/government/publications/yougovco-covid-19-public-attitude-research-18-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/895694/S0064_YouGov_Covid-19_Public_Attitude_Research.pdf
SAGE 18,2020-03-23,SAGE Minutes,"SAGE 18 minutes: Coronavirus (COVID-19) response, 23 March 2020",Eighteenth SAGE meeting on COVID-19 - 23 March 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-23-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888787/S0386_Eighteenth_SAGE_meeting_on_Covid-19_.pdf
SAGE 18,2020-03-23,SPI-M-O,"SPI-M-O: Consensus statement on 2019 novel coronavirus (COVID-19), 20 March 2020",SPI-M-O: Consensus view on COVID-19 - 20 March 2020,2020-05-05,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-2019-novel-coronavirus-covid-19-20-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887463/24-spi-m-o-consensus-view-20032020.pdf
SAGE 18,2020-03-23,SPI-B,"Options for increasing adherence to social distancing measures, 22 March 2020",Options for increasing adherence to social distancing measures - 22 March 2020,2020-05-05,https://www.gov.uk/government/publications/options-for-increasing-adherence-to-social-distancing-measures-22-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887467/25-options-for-increasing-adherence-to-social-distancing-measures-22032020.pdf
SAGE 18,2020-03-23,SPI-B,"SPI-B: Current adherence to behavioural and social interventions in the UK, 22 March 2020",Current adherence to behavioural and social interventions in the UK: comments from SPI-B - 22 March 2020,2020-06-05,https://www.gov.uk/government/publications/spi-b-current-adherence-to-behavioural-and-social-interventions-in-the-uk-22-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890023/s0074-current-adherence-to-behavioural-social-interventions-uk-spi-b-redacted-220320-sage18.pdf
SAGE 18,2020-03-23,PHE,"PHE: Real time model - initial results, 1 March 2020",PHE real time model: initial results - 1 March 2020,2020-06-05,https://www.gov.uk/government/publications/phe-real-time-model-initial-results-1-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890227/s0069-phe-real-time-model-initial-results-010320-sage18.pdf
SAGE 18,2020-03-23,Home Office,"Home Office: Scientific advice on restricting flights from specific countries, 22 March 2020",Scientific advice on restricting flights from specific countries - 22 March 2020,2020-06-05,https://www.gov.uk/government/publications/home-office-scientific-advice-on-restricting-flights-from-specific-countries-22-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890030/S0076-scientific-advice-restricting-flights-from-specific-countries-220320-sage18.pdf
SAGE 18,2020-03-23,PHE,"PHE: The effectiveness of interventions in Italy, 23 March 2020",On the effectiveness of interventions in Italy - 23 March 2020,2020-06-05,https://www.gov.uk/government/publications/phe-the-effectiveness-of-interventions-in-italy-23-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890031/s0078-the-effectiveness-of-interventions-in-italy-230320-sage18.pdf
SAGE 19,2020-03-26,SAGE Minutes,"SAGE 19 minutes: Coronavirus (COVID-19) response, 26 March 2020",Nineteenth SAGE meeting on COVID-19 - 26 March 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-26-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888789/S0387_Nineteenth_SAGE_meeting_on_COVID-19_.pdf
SAGE 19,2020-03-26,SPI-M-O working group on scenario planning,"SPI-M-O working group on scenario planning: Consensus view on COVID-19, 25 March 2020",SPI-M-O working group on scenario planning: Consensus view on COVID-19 - 25 March 2020,2020-05-05,https://www.gov.uk/government/publications/spi-m-o-working-group-on-scenario-planning-consensus-view-on-covid-19-25-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887470/26-spi-m-o-working-group-scenario-planning-consensus-view-25032020.pdf
SAGE 19,2020-03-26,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG, 25 March 2020",Dynamic CO-CIN Report to SAGE and NERVTAG - 25 March 2020,2020-05-20,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-25-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/887865/s0082-co-cin-report-250320-sage19.pdf
SAGE 19,2020-03-26,Office for National Statistics (ONS),"Compliance with interventions: latest data, 26 March 2020",Compliance with interventions: latest data - 26 March 2020,2020-06-12,https://www.gov.uk/government/publications/compliance-with-interventions-latest-data-26-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/892018/S0086_Compliance_with_interventions_-_latest_data.pdf
SAGE 19,2020-03-26,Imperial College London,"Planning scenarios for the next 6 months, 25 March 2020",Planning scenarios for the next 6 months - 25 March 2020,2020-06-19,https://www.gov.uk/government/publications/planning-scenarios-for-the-next-6-months-25-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893527/S0084_SAGE19_20200325_MRC_Imperial_COVID-19_Response_Team_Planning_Scenarios.pdf
SAGE 19,2020-03-26,,"Planning assumptions for the UK reasonable worst case scenario (Draft), 25 March 2020",Planning assumptions for the UK RWC scenario - 25 March 2020,2020-07-31,https://www.gov.uk/government/publications/planning-assumptions-for-the-uk-reasonable-worst-case-scenario-draft-25-march-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/904543/S0083_Planning_assumptions_for_the_UK_RWC_scenario.pdf
